time;accel;accel_zero;speed;total time;
2.2444561299998895;9.842021178908519;0.02251827760162506;0.0025630984293729168;2.2444537970000056;
0.11721634900004574;9.819800300622205;-0.01200041640822569;-0.0013803129881463652;2.368392631000006;
0.11828887299998314;9.846161238307616;-0.022075045772245616;-0.0025633154850697383;2.488783301000012;
0.11412273600012668;9.835052857414823;-0.03345935619310403;-0.0037422441941736585;2.6048045390000425;
0.11529388799999651;9.823620696217656;-0.00516950452931475;-0.0005839814899372788;2.722011220000013;
0.11092941500010056;9.821639286933785;0.0010244206234322206;0.00011108457054194183;2.8348245509998833;
0.11411652800006777;9.828725086421276;-0.0023220664643819333;-0.00025815593887538416;2.9510315009999886;
0.13384355500011225;9.806341592090169;-0.006896926278718851;-0.0009058733267188063;3.0868884770000022;
0.11832803900006184;9.831565677688324;0.022287222420880326;0.0025651666080871486;3.2067399259999547;
0.11891071899981398;9.81338787647025;-0.03112508326464436;-0.0036288241556934066;3.3272011799999746;
0.11845683399997142;9.853878194945194;-0.011768846621839302;-0.0013610394079515958;3.4472607579998567;
0.1192935189999389;9.830036365204018;-0.003975166576442035;-0.0004659574861823353;3.5681955219999963;
0.11936839500003771;9.852453067351844;0.005116944928410305;0.0005985870795482173;3.689546711000048;
0.11926893500003644;9.853191562998507;0.003612624071832826;0.00042305743294455115;3.8104843080000137;
0.11872804699987682;9.840216605339075;-0.007543729633502139;-0.0008757549376570104;3.9309478109998963;
0.1190657629999805;9.826024654938378;-0.010962045235899609;-0.001271395194944644;4.051842656999952;
0.11270553700001074;9.83077129343744;0.015554561518102972;0.001718546164853109;4.166417234999926;
0.11712317699993946;9.843866502797216;0.019263217604533978;0.002211833158286496;4.2853473279999434;
0.11808223999992151;9.827905959036382;0.00461873700436044;0.0005348398425326721;4.4053336120000495;
0.13351325400003589;9.828821673002754;0.012739091709068617;0.0016651598881054343;4.540805743999954;
0.13159620999999788;9.85409881514698;0.01265403551001576;0.0016287697104849757;4.675209017000043;
0.11852616600003785;9.818117839037313;0.011260407382490456;0.0013094454567629179;4.795743060999939;
0.11231852600008096;9.834385617255888;-0.029255022712106893;-0.003217455666616289;4.910114967000027;
0.11647232800009988;9.8407796957883;-0.02788664058551582;-0.0031650085233295286;5.028591965000032;
0.1305669369999123;9.825813620547745;0.00484437672054483;0.0006177371260080205;5.16136161899999;
0.1324133539999366;9.82209919871335;-0.017884646647699398;-0.002316632493604414;5.296271694999859;
0.12253375599993888;9.838968190019699;0.017689436592899455;0.002124625779994476;5.420912206999901;
0.13736429699997643;9.833918988846785;-0.01591515175215008;-0.0021457230298694663;5.560491761999856;
0.1317365869999776;9.841749581430657;0.014576941753729145;0.001885784203251985;5.694520608999937;
0.1238971190000484;9.830263355651732;-0.027400527708614675;-0.0033129147268450804;5.820851740999842;
0.12197686700005761;9.833467796448856;0.0064473192259182355;0.0007678970153021;5.945150326999965;
0.12884785500000362;9.832940163823361;0.0285677260568189;0.003613039161325298;6.076364526999896;
0.11893367399989074;9.829533933258563;-0.01358271271194944;-0.0015858518909975603;6.197626335999985;
0.13165579299993624;9.822675883053032;0.010762510375219136;0.0013872129493544565;6.331761642999936;
0.12953895400005422;9.844149404392951;0.029550938027389506;0.0037452839056771226;6.463809862000062;
0.13007621499991728;9.829109384506003;-0.013421784627736244;-0.001715832531349702;6.596366466000063;
0.12797366799986776;9.853921271573187;-0.009614604005010463;-0.0012051812377879803;6.726787270999921;
0.1445024970000759;9.834733532654846;-0.01682870750394727;-0.0023745524219831535;6.873793782999883;
